# Constructed from biom file
#OTU ID	LEM59ITS-01	LEM59ITS-02	LEM59ITS-03	LEM59ITS-04	LEM59ITS-05	LEM59ITS-06	LEM59ITS-07	LEM59ITS-08	LEM59ITS-09	LEM59ITS-10	LEM59ITS-11	LEM59ITS-12	LEM59ITS-13	LEM59ITS-14	LEM59ITS-15	LEM59ITS-16	LEM59ITS-17	LEM59ITS-18	LEM59ITS-19	LEM59ITS-20	LEM59ITS-21	LEM59ITS-22	LEM59ITS-23	LEM59ITS-24	LEM59ITS-25	LEM59ITS-26	LEM59ITS-27	LEM59ITS-28	LEM59ITS-29	LEM59ITS-30	LEM59ITS-31	LEM59ITS-32	LEM59ITS-33	LEM59ITS-34	LEM59ITS-35	LEM59ITS-36	LEM59ITS-37	LEM59ITS-38	LEM59ITS-39	LEM59ITS-40	LEM59ITS-41	LEM59ITS-42	LEM59ITS-43	LEM59ITS-44	LEM59ITS-45	LEM59ITS-46	LEM59ITS-47	LEM59ITS-48	LEM59ITS-49	LEM59ITS-50	LEM59ITS-51	LEM59ITS-52	LEM59ITS-53	LEM59ITS-54	LEM59ITS-55	LEM59ITS-56	LEM59ITS-57	LEM59ITS-58	LEM59ITS-59	LEM59ITS-60	LEM59ITS-61	LEM59ITS-62	LEM59ITS-63	LEM59ITS-64	LEM59ITS-65	LEM59ITS-66	LEM59ITS-67	LEM59ITS-68	LEM59ITS-69	LEM59ITS-70	LEM59ITS-71	LEM59ITS-72	LEM59ITS-73	LEM59ITS-74	taxonomy
94f73bce22b41b769716b298eb502711	7.0	5.0	14.0	0.0	0.0	13.0	0.0	4.0	3.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	4.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	38.0	2601.0	164.0	560.0	78.0	31.0	1567.0	1163.0	2844.0	21816.0	84.0	7075.0	1094.0	10034.0	1070.0	11025.0	985.0	2633.0	2333.0	101.0	13.0	3068.0	467.0	11417.0	11060.0	227.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
3df59209f53806345f2de3adc4164ca4	0.0	0.0	0.0	0.0	0.0	156.0	0.0	7392.0	45.0	10286.0	29.0	53.0	0.0	0.0	488.0	7642.0	0.0	0.0	0.0	621.0	1454.0	0.0	5384.0	6197.0	0.0	5421.0	880.0	891.0	1254.0	0.0	1176.0	0.0	0.0	1712.0	8964.0	157.0	580.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	1324.0	340.0	171.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	49.0	0.0	59.0	0.0	0.0	0.0	0.0	902.0	666.0	3503.0	1776.0	182.0	0.0	4895.0	12661.0	0.0	1550.0	0.0	0.0	98.0	k__Fungi
5017d731179d6f4ed32ec49e60924ba7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	483.0	0.0	0.0	0.0	0.0	1282.0	0.0	0.0	0.0	0.0	0.0	3119.0	568.0	167.0	971.0	2227.0	76.0	69.0	75.0	2517.0	12516.0	10856.0	2479.0	597.0	3575.0	18294.0	885.0	84.0	0.0	0.0	233.0	0.0	63.0	51.0	111.0	0.0	0.0	2241.0	0.0	0.0	113.0	2534.0	0.0	202.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
03f3c5505a415bb3461f0d904509bdae	288.0	283.0	281.0	2126.0	9762.0	10038.0	0.0	2185.0	499.0	1435.0	1655.0	1690.0	349.0	482.0	986.0	1594.0	696.0	191.0	0.0	599.0	159.0	519.0	1842.0	1942.0	130.0	949.0	511.0	141.0	1622.0	435.0	177.0	121.0	194.0	177.0	346.0	16.0	75.0	1829.0	58.0	167.0	182.0	15.0	141.0	222.0	20.0	58.0	230.0	342.0	57.0	1152.0	61.0	268.0	84.0	556.0	513.0	192.0	1018.0	127.0	135.0	97.0	114.0	613.0	172.0	562.0	678.0	1307.0	207.0	224.0	1718.0	170.0	2408.0	1459.0	559.0	776.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma_ericae
1320d353760592cc0b6f4f21ab98dcea	2075.0	2470.0	0.0	0.0	0.0	0.0	11519.0	7735.0	0.0	0.0	0.0	3198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	135.0	132.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	869.0	0.0	2650.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1900.0	140.0	0.0	760.0	181.0	38.0	0.0	1189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820.0	232.0	0.0	k__Fungi
f3b51723ccf558750946370f467a23ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	3489.0	34.0	9.0	0.0	298.0	75.0	0.0	0.0	227.0	192.0	4175.0	0.0	1432.0	1441.0	0.0	0.0	8147.0	0.0	31.0	15735.0	367.0	219.0	36.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
2d8ed50ced0e0ca18bfb972aa8884bd7	71.0	84.0	0.0	0.0	131.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	313.0	0.0	0.0	202.0	0.0	53.0	135.0	184.0	208.0	0.0	2885.0	0.0	0.0	49.0	75.0	0.0	107.0	0.0	161.0	202.0	0.0	0.0	0.0	1862.0	942.0	0.0	0.0	30.0	108.0	109.0	0.0	126.0	0.0	132.0	501.0	222.0	2193.0	0.0	1318.0	0.0	464.0	55.0	2484.0	0.0	0.0	514.0	219.0	64.0	196.0	981.0	100.0	0.0	849.0	172.0	1865.0	15025.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
fd55cd70d08eb2b19adeb416da641933	66.0	79.0	59.0	0.0	0.0	229.0	0.0	106.0	352.0	0.0	113.0	0.0	12.0	208.0	81.0	0.0	21.0	0.0	0.0	27.0	0.0	0.0	76.0	0.0	37.0	28.0	0.0	0.0	31.0	0.0	25.0	0.0	119.0	35.0	29.0	0.0	71.0	0.0	0.0	60.0	47.0	0.0	0.0	0.0	3.0	0.0	0.0	21.0	72.0	3203.0	176.0	111.0	0.0	42.0	909.0	219.0	2456.0	2321.0	157.0	2135.0	162.0	6973.0	630.0	674.0	1606.0	554.0	893.0	833.0	275.0	711.0	264.0	7866.0	420.0	74.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_atroviride
b3791a2092ed8cd65a950aa0e89bd020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4524.0	0.0	0.0	168.0	446.0	0.0	153.0	0.0	0.0	766.0	0.0	836.0	227.0	9281.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	11961.0	279.0	986.0	0.0	190.0	314.0	0.0	1397.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	758.0	100.0	0.0	0.0	0.0	0.0	280.0	0.0	100.0	517.0	127.0	0.0	333.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
66e65beefa17ad8fb040e1c27f621bc4	7728.0	8550.0	8.0	0.0	0.0	0.0	0.0	46.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	452.0	2093.0	2970.0	572.0	0.0	1161.0	6561.0	1287.0	0.0	9.0	116.0	3.0	70.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
df0c86aee059ec6f4738c41acb2e2bae	623.0	828.0	3729.0	0.0	40.0	0.0	19977.0	57.0	0.0	0.0	0.0	0.0	10.0	0.0	19.0	0.0	0.0	0.0	43.0	239.0	269.0	2856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	25.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma_ericae
b9bdababd3566d794ed156be140fc53a	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	27.0	57.0	0.0	0.0	59.0	44.0	24.0	2253.0	0.0	3731.0	3332.0	1097.0	22.0	192.0	47.0	9859.0	647.0	69.0	12.0	0.0	618.0	2240.0	235.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_lividum
a695e1943044e5ead9ce24bf9d031132	60.0	40.0	45.0	0.0	351.0	2000.0	0.0	63.0	107.0	53.0	4552.0	61.0	72.0	71.0	649.0	1567.0	0.0	79.0	11.0	16.0	7.0	0.0	92.0	12.0	88.0	47.0	35.0	166.0	31.0	32.0	9.0	454.0	61.0	301.0	53.0	5.0	31.0	34.0	194.0	87.0	854.0	68.0	223.0	160.0	32.0	72.0	2445.0	197.0	669.0	266.0	2009.0	199.0	463.0	1133.0	80.0	154.0	67.0	67.0	196.0	150.0	11.0	67.0	121.0	46.0	73.0	40.0	25.0	38.0	352.0	168.0	214.0	163.0	184.0	2049.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__unidentified
c77da5ca74d11aa2d4dba430faf4a160	0.0	0.0	0.0	0.0	36.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	94.0	57.0	0.0	2.0	7.0	0.0	9.0	9.0	15.0	0.0	0.0	0.0	0.0	21.0	7.0	17.0	0.0	0.0	0.0	0.0	0.0	12.0	22.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	801.0	1157.0	4709.0	57.0	668.0	1988.0	220.0	42.0	30.0	775.0	71.0	38.0	848.0	503.0	867.0	0.0	2725.0	81.0	4.0	737.0	895.0	224.0	771.0	1371.0	2106.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trimorphomycetaceae; g__Saitozyma; s__Saitozyma_podzolica
de964b5872b50d00c3a34822705e90e6	0.0	0.0	5012.0	0.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	2777.0	309.0	0.0	0.0	525.0	0.0	0.0	298.0	205.0	662.0	112.0	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4048.0	121.0	691.0	0.0	0.0	261.0	0.0	0.0	497.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	1871.0	3477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_parvispora
1a5afba64739d4df9dfad065831156b1	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	160.0	0.0	34.0	0.0	6.0	5.0	0.0	0.0	44.0	42.0	3066.0	766.0	1547.0	0.0	109.0	151.0	752.0	641.0	10585.0	2100.0	69.0	371.0	153.0	0.0	0.0	47.0	0.0	0.0	2.0	46.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	63.0	3.0	12.0	0.0	27.0	0.0	18.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes
7a07fa3c6c4498a326428d9500114bc4	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	1885.0	14.0	0.0	0.0	0.0	0.0	1049.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	1697.0	13970.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
f7b6854d916b1ec5848f0eeeef14c41a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11552.0	84.0	0.0	0.0	0.0	0.0	0.0	29.0	425.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	20.0	2381.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	80.0	0.0	0.0	0.0	546.0	0.0	0.0	0.0	0.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0	1041.0	761.0	2947.0	0.0	48.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__unidentified; s__unidentified
5943800cbe687b69e1e996859f181361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	12659.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	9.0	829.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
ae13ff5958527d9b502b63988e260bd9	0.0	0.0	0.0	0.0	3710.0	64.0	0.0	162.0	238.0	3930.0	0.0	4722.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	116.0	904.0	67.0	0.0	0.0	0.0	0.0	486.0	0.0	70.0	0.0	56.0	0.0	0.0	45.0	17.0	0.0	38.0	63.0	26.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	85.0	1879.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma_ericae
c18888309789848d27e5cc47bb46ef04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4384.0	12699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
